"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","""before all"" hook for Physical card creation, freezing and deletion - Individual","","2026-09-16","unknown","","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-05-27","unknown","","","","",""
"","3895","BCR-3.7 Verify Spend From on Card Details updated to the new wallet","Business Cards - Relink Card to Existing Wallet","2026-09-02","passed","2026-09-02","","","",""
"","178424","creates, freezes and deletes a physical card","Physical card creation, freezing and deletion - Individual","2026-08-13","broken","2026-08-13","","","",""
"","329","AFBT-2.5 Verify Wallet Manager screen loads successfully","Add Funds - Bank Transfer - Wallet Manager","2026-08-25","passed","2026-08-25","","","",""
"","191","TX-2.6 Verify transaction list is displayed","Transactions","2026-08-20","passed","2026-08-20","","Business identity","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-18","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - P2P Individual","","2026-09-14","unknown","","","","",""
"","17299","BCW-1.13 Dismiss dialog","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-08-04","broken","2026-08-04","","","",""
"","9892","AB-USD-1.1 Open Pay tab","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-09-01","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-09-02","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - SEPA Individual","","2026-09-16","unknown","","","","",""
"","7916","MPP-1.2 Open More tab","My Price Plan","2026-09-04","passed","2026-09-04","","","",""
"","18191","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-08-17","passed","2026-08-17","","","",""
"","","""before all"" hook for Business Cards - Relink Card to Existing Wallet","","2026-07-31","unknown","","","","",""
"","720","CB-1.2 ""Pay from"" wallet shows USD","Cross-Border Payment - SWIFT (Android)","2026-09-04","passed","2026-09-04","","","",""
"","","User can navigate to Add New Auto Top-Up screen","Auto Top-Up","2026-03-19","unknown","","","","",""
"","304","VOP-1.2 VOP result label shows a valid result","VOP - SEPA (Android)","2026-08-10","passed","2026-08-10","","","",""
"","16602","ABC-1.5 Continue with default assignee","Business Cards - Assign Physical card","2026-07-22","broken","2026-07-22","","","",""
"","1","ABS-1.3 Complete OTP and verify success (iOS)","Add Beneficiary - Another person","2026-09-13","skipped","2026-09-13","","","",""
"","","""before all"" hook for Bank Transfer - P2P Individual","","2026-09-16","unknown","","","","",""
"","27","ABS-1.6 Fill beneficiary details and confirm review (iOS)","Add Beneficiary - Another person","2026-09-05","skipped","2026-09-05","","","",""
"","","""before all"" hook for Bank Transfer - Individual - SEPA","","2026-09-05","unknown","","","","",""
"","2100","ABS-1.1 Prepare beneficiary test data using the existing inputs","Add Beneficiary - Another person","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Add Funds","","2026-09-05","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","","""before all"" hook for Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","","2026-09-02","unknown","","","","",""
"","288","PD-1.12 Verify last name saved (TC1544)","Personal Details — read-only verification (TC1535-1546)","2026-09-12","passed","2026-09-12","","","",""
"","10","Android: User can create Auto Top-Up rule and return to Home","","2026-03-19","skipped","2026-03-19","","","",""
"","8686","FC-1.2 Freeze card and verify Unfreeze action","Card freeze/unfreeze - Joint account","2026-09-05","passed","2026-09-05","","","",""
"","23981","P2P-1.4 Verify transaction on Home (Android)","Bank Transfer - P2P Individual","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","1986","AFBT-2.10 Verify Wallet Manager screen remains stable","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","7630","AB-USD-1.8 Enter account number","Add Beneficiary - Another person (USD) - step by step","2026-08-25","passed","2026-08-25","","","",""
"","","""before all"" hook for Add Funds","","2026-09-05","unknown","","","","",""
"","5530","AFBT-2.4 Open Wallet Manager from Bank Transfer screen","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Add Funds - Bank Transfer - Wallet Manager","","2026-09-02","unknown","","","","",""
"","283175","creates a new individual account through mobile verification","Onboarding - account creation","2026-06-06","passed","2026-06-06","","","",""
"","16619","WL-1.1 Add first existing instrument to watchlist (iOS)","Watchlist (iOS/Android)","2026-09-16","passed","2026-09-16","","","",""
"","72833","opens Cash Funds from Invest -> Discover","Cash Funds (Mobile)","2026-08-17","broken","2026-08-17","","","",""
"","354","AFBT-2.9 Verify wallet identifier is displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","83544","opens portfolio page (from Invest)","Portfolio (iOS/Android)","2026-08-17","passed","2026-08-17","","","",""
"","78047","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-04-30","passed","2026-04-30","","","",""
"","1299","AFBT-2.7 Verify wallet currency is displayed correctly","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","241","BCNR-1.4 Verify alert message content","Business Cards - No-Rights User Add Card Blocked","2026-09-02","passed","2026-09-02","","","",""
"","54530","BCAS-1.1 Open Cards tab","Business Cards - Admin Self-Assign Card Blocked","2026-08-25","broken","2026-08-25","","","",""
"","124864","create price alert (BMW)","Price Alerts (iOS/Android)","2026-08-25","passed","2026-08-25","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-07-01","unknown","","","","",""
"","84586","Android: User can open Auto Top-Up entry from Add Funds popup","Auto Top-Up","2026-03-19","passed","2026-03-19","","","",""
"","102902","Login flow -> Home Screen Verification","Matrix - Smoke","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-09-17","unknown","","","","",""
"","12794","ABC-1.5 Open Card Assignee / Select User","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","9417","HS-SA-1.5 Open Spend Analytics details","Home Screen - Spend Analytics","2026-09-04","passed","2026-09-04","","","",""
"","303","TX-1.8 Verify no loading or navigation errors occur","Transactions","2026-08-20","passed","2026-08-20","","","",""
"","66894","ABC-1.5 Select available assignee","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card","","2026-09-02","unknown","","","","",""
"","4744","ABC-1.8 Confirm assignee address and submit","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","297967","Create card -> success","Physical card creation - Individual","2026-07-29","passed","2026-07-29","","","",""
"","763","HS-1.7 Check promotional banners when present","Home Screen - Individual","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-08-21","unknown","","","","",""
"","5291","BCR-3.4 Tap Spend From row to open Select Wallet sheet","Business Cards - Relink Card to Existing Wallet","2026-09-04","passed","2026-09-04","","","",""
"","6291","CB-1.6 Selecting Shared Fee splits cost between parties","Cross-Border Payment - SWIFT (Android)","2026-09-04","passed","2026-09-04","","","",""
"","1086","BCW-1.10 Enter wallet name ""AutoWallet_759543""","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-09-17","unknown","","","","",""
"","","Send P2P by slide (11 EUR)","Bank Transfer - Individual","2026-06-04","unknown","","","","",""
"","47","creates, modifies, and cancels BMW buy order","Orders (iOS)","2026-04-29","skipped","2026-04-29","","","",""
"","4412","TX-1.3 Tap Show All from Recent Activity","Transactions","2026-08-20","passed","2026-08-20","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-16","unknown","","","","",""
"","","Send SWIFT by slide (11)","Bank Transfer - Individual - SWIFT","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - P2P Individual","","2026-09-16","unknown","","","","",""
"","241463","Home screen elements are visible","Home Screen - Individual","2026-06-09","passed","2026-06-09","","","",""
"","","""before all"" hook for Cash Funds (iOS)","","2026-04-19","unknown","","","","",""
"","991","WL-1.1 Select Individual account","Watchlist (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-06-04","unknown","","","","",""
"","28","SSP-1.4 Tap Next","Add Funds – Salary, Stipend or Pension","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - SWIFT Individual","","2026-09-16","unknown","","","","",""
"","207795","creates, modifies, and cancels BMW buy order","Orders (iOS/Android)","2026-08-25","broken","2026-08-25","","","",""
"","","""before all"" hook for Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","","2026-09-02","unknown","","","","",""
"","283","FX-1.3 [Android] Exchange button is disabled when no amount is entered","FX Exchange","2026-08-11","passed","2026-08-11","","","",""
"","10592","HS-1.5 Open available Home actions and return","Home Screen - Individual","2026-09-05","passed","2026-09-05","","","",""
"","658","AFBT-2.7 Verify wallet currency is displayed correctly","Add Funds - Bank Transfer - Wallet Manager","2026-08-17","passed","2026-08-17","","","",""
"","","""before all"" hook for Add Beneficiary - Another person","","2026-09-05","unknown","","","","",""
"","382","MPP-1.1 Login and land on Home screen","My Price Plan","2026-08-19","passed","2026-08-19","","","",""
"","94730","ABC-1.9 Wait for created card details screen","Business Cards - Assign Physical card","2026-07-22","broken","2026-07-22","","","",""
"","8501","HM-STORY-1.2 Verify Storyly widget is visible","Home Screen - Storyly widget","2026-08-19","passed","2026-08-19","","","",""
"","128265","create price alert (BMW)","Price Alerts (iOS/Android)","2026-09-04","passed","2026-09-04","","","",""
"","9070","HM-STORY-1.5 Verify Storyly widget does not overlap other sections","Home Screen - Storyly widget","2026-08-19","passed","2026-08-19","","","",""
"","293746","creates a new individual account through mobile verification","Onboarding - account creation","2026-06-09","passed","2026-06-09","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-27","unknown","","","","",""
"","10238","BCW-1.4 Select Virtual Card type","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","58695","HM-STORY-1.8 Open Storyly content","Home Screen - Storyly widget","2026-08-19","passed","2026-08-19","","","",""
"","7442","MPP-1.2 Open More tab","My Price Plan","2026-08-19","passed","2026-08-19","","","",""
"","81218","ATU-1.1 Open Auto Top-Up and select card and wallet","Auto Top-Up","2026-09-18","broken","2026-09-18","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-22","unknown","","","","",""
"","4","SEPA-1.2 Review and slide to pay (Android)","Bank Transfer - SEPA Individual","2026-09-17","skipped","2026-09-17","","","",""
"","","""before all"" hook for Add Beneficiary - Another person","","2026-09-17","unknown","","","","",""
"","153852","Home screen elements are visible","Home Screen - Individual","2026-04-30","passed","2026-04-30","","","",""
"","2152","HS-SA-1.3 Validate current month spend","Home Screen - Spend Analytics","2026-08-19","passed","2026-08-19","","","",""
"","5512","AFBT-2.1 Open Home screen","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-24","unknown","","","","",""
"","56104","User can open Pay tab in Business context","Bank Transfer - Business","2026-02-16","passed","2026-02-16","","","",""
"","409","PO-1.2 Wait for Home","Orders (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","45907","Login flow -> Home Screen Verification","Matrix - Smoke","2026-04-30","passed","2026-04-30","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-08-25","unknown","","","","",""
"","169771","Home search returns Carlos Cat for query ""cat""","Home Search - Individual","2026-08-25","passed","2026-08-25","","","",""
"","1603","VOP-1.3 VOP result is Unavailable","VOP - SWIFT (Android)","2026-08-10","broken","2026-08-10","","","",""
"","830","BCT-2.7 Verify card assigned successfully","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","","""before all"" hook for FX Exchange","","2026-09-17","unknown","","","","",""
"","19510","adds instrument to watchlist (from existing list)","Watchlist (iOS)","2026-04-22","passed","2026-04-22","","","",""
"","","""before all"" hook for FX Exchange","","2026-09-05","unknown","","","","",""
"","112340","User can open Auto Top-Up list from Add Funds popup","Auto Top-Up","2026-03-19","broken","2026-03-19","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-03-25","unknown","","","","",""
"","18095","opens portfolio page (from Invest)","Portfolio (iOS/Android)","2026-04-30","passed","2026-04-30","","","",""
"","6041","BT-SWIFT-1.3 Wait for slider and submit SWIFT payment (Android)","Bank Transfer - Individual - SWIFT","2026-09-05","passed","2026-09-05","","","",""
"","982","BCW-1.10 Enter wallet name ""AutoWallet_646743""","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","100051","Login flow -> Home Screen Verification","Matrix - Smoke","2026-09-05","passed","2026-09-05","","","",""
"","94651","Login flow -> Home Screen Verification","Matrix - Smoke","2026-06-04","broken","2026-06-04","","","",""
"","","""before all"" hook for My Price Plan","","2026-06-24","unknown","","","","",""
"","302","TX-2.1 Switch to Business identity and land on Home screen","Transactions","2026-08-20","passed","2026-08-20","","Business identity","",""
"","10208","ABC-1.3 Open Card Type selection and confirm change","Business Cards - Assign Physical card","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-17","unknown","","","","",""
"","9277","ABC-1.3 Open Card Type selection and confirm change","Business Cards - Assign Physical card and lifecycle","2026-06-26","passed","2026-06-26","","","",""
"","","""before all"" hook for Business identity","","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-05","unknown","","","","",""
"","646","TX-1.6 Verify transaction list is displayed","Transactions","2026-09-04","passed","2026-09-04","","","",""
"","478","HS-1.6 Check notification banner when present","Home Screen - Individual","2026-09-05","passed","2026-09-05","","","",""
"","5701","BCR-3.3 Open Dmytri Kerteusz card details","Business Cards - Relink Card to Existing Wallet","2026-09-04","passed","2026-09-04","","","",""
"","18703","ATU-1.2 Set preset 500 and custom amount 1500","Auto Top-Up","2026-09-16","passed","2026-09-16","","","",""
"","253838","creates a new individual account through mobile verification","Onboarding - Android account creation","2026-05-20","passed","2026-05-20","","","",""
"","3","Android: User can create and delete Auto Top-Up rule (Other -> 77777)","","2026-03-19","skipped","2026-03-19","","","",""
"","1907","BCAS-1.1 Open Cards tab","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","passed","2026-08-05","","","",""
"","599","AFBT-2.6 Verify all available wallets are displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-16","unknown","","","","",""
"","5014","BCR-3.3 Open Dmytri Kerteusz card details","Business Cards - Relink Card to Existing Wallet","2026-07-31","passed","2026-07-31","","","",""
"","13247","AB-USD-1.2 Tap New Transfer / Add button","Add Beneficiary - Another person (USD) - step by step","2026-08-25","passed","2026-08-25","","","",""
"","114365","Add beneficiary (Another person)","Add Beneficiary - Another person","2026-03-13","passed","2026-03-13","","","",""
"","10725","BCT-2.6 Tap Continue to create the virtual card","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","1190","AFBT-2.10 Verify Wallet Manager screen remains stable","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","22972","BCAS-1.2 Tap Add Card","Business Cards - Admin Self-Assign Card Blocked","2026-08-25","broken","2026-08-25","","","",""
"","","""before all"" hook for Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","","2026-09-01","unknown","","","","",""
"","54954","Login flow -> Home Screen Verification","Matrix - Smoke","2026-05-25","passed","2026-05-25","","","",""
"","5398","BCF-1.1 Open More → Administration (TC1738/TC1739)","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","7331","AFBT-2.4 Open Wallet Manager from Bank Transfer screen","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Business Cards - Create and Terminate Own Virtual Card","","2026-09-02","unknown","","","","",""
"","0","User can open Pay tab in Business context","","2026-04-29","skipped","2026-04-29","","","",""
"","","""before all"" hook for Bank Transfer - P2P Individual","","2026-09-16","unknown","","","","",""
"","86146","User can open Auto Top-Up list from Add Funds popup","Auto Top-Up","2026-03-19","broken","2026-03-19","","","",""
"","27","PO-1.4 Open order details and verify ACTIVE with initial quantity (iOS)","Orders (iOS/Android)","2026-09-05","skipped","2026-09-05","","","",""
"","14126","BCW-1.5 Select self (Dmytro Kertys) as assignee","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","6647","AFBT-2.3 Select Bank Transfer option","Add Funds - Bank Transfer - Wallet Manager","2026-08-17","passed","2026-08-17","","","",""
"","23030","BCCL-1.2 Tap Assign Card","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-01","broken","2026-09-01","","","",""
"","780","BCW-1.2 Verify Manage Cards screen is displayed","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-07-20","unknown","","","","",""
"","5899","ABC-1.7 Order default card design","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","63645","opens portfolio page (from Invest)","Portfolio (iOS/Android)","2026-09-04","passed","2026-09-04","","","",""
"","10212","ABC-1.3 Open Card Type selection and confirm change","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","39722","create and delete price alert (BMW)","Price Alerts (iOS/Android)","2026-04-09","broken","2026-04-09","","","",""
"","13349","BCAS-1.4 Verify alert message content","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","broken","2026-08-05","","","",""
"","28124","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-07-28","passed","2026-07-28","","","",""
"","16690","PC-1.1 Open Cards using the existing Android entry step","Physical card creation and blocking - Individual","2026-09-05","passed","2026-09-05","","","",""
"","3328","CPA-1.5 Open Overview and verify the created BMW row (Android)","Price Alerts (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","5438","BCT-2.1 Open More → Administration (TC1740/TC1741)","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","499","PD-1.5 Last name field is displayed (TC1537)","Personal Details — read-only verification (TC1535-1546)","2026-09-12","passed","2026-09-12","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-09-01","unknown","","","","",""
"","131059","create and delete price alert (BMW)","Price Alerts (iOS/Android)","2026-05-22","broken","2026-05-22","","","",""
"","10871","BCR-3.1 Open More → Administration (TC1742/TC1743/TC1744)","Business Cards - Relink Card to Existing Wallet","2026-07-31","passed","2026-07-31","","","",""
"","29024","FX-1.4 Swap button reverses from/to wallets — EUR→USD becomes USD→EUR","FX Exchange","2026-08-13","passed","2026-08-13","","","",""
"","26243","FX-1.4 [Android] Swap button reverses from/to wallets — EUR→USD becomes USD→EUR","FX Exchange","2026-08-13","passed","2026-08-13","","","",""
"","","Home screen elements are visible","Home Screen - Individual","2026-08-06","unknown","","","","",""
"","6071","ABC-1.1 Open Cards tab","Business Cards - Assign Physical card and lifecycle","2026-06-26","passed","2026-06-26","","","",""
"","53907","HM-STORY-1.2 Verify Storyly widget is visible","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","","""before all"" hook for Add Beneficiary - Another person (USD) - step by step","","2026-09-04","unknown","","","","",""
"","5823","BCR-3.4 Tap Spend From row to open Select Wallet sheet","Business Cards - Relink Card to Existing Wallet","2026-09-02","passed","2026-09-02","","","",""
"","13","3DS2-1.9 Verify transaction details","3DS2 Authentication","2026-07-02","skipped","2026-07-02","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-16","unknown","","","","",""
"","18","PC-1.10 Complete physical-card OTP and handle Apple Pay (iOS)","Physical card creation and blocking - Individual","2026-09-05","skipped","2026-09-05","","","",""
"","151","CB-1.3 Balance and fee are displayed","Cross-Border Payment - SWIFT (Android)","2026-08-11","passed","2026-08-11","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-08-18","unknown","","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-08-17","unknown","","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-08-17","unknown","","","","",""
"","502","CB-1.3 Balance and fee are displayed","Cross-Border Payment - SWIFT (Android)","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Bank Transfer - Individual","","2026-09-05","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","17166","BCW-1.10 Enter wallet name ""AutoWallet_167723""","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","broken","2026-09-02","","","",""
"","8197","AB-USD-1.1 Open Pay tab","Add Beneficiary - Another person (USD) - step by step","2026-08-25","passed","2026-08-25","","","",""
"","46575","ABS-1.3 Fill beneficiary details and submit existing review flow (Android)","Add Beneficiary - Another person","2026-09-05","passed","2026-09-05","","","",""
"","58","ABC-1.5 Select Las Vegas assignee","Business Cards - Assign Physical card","2026-09-02","passed","2026-09-02","","","",""
"","40","FC-1.4 Preserve the existing iOS final-state behavior","Card freeze/unfreeze - Joint account","2026-09-05","skipped","2026-09-05","","","",""
"","182208","switches between available account types","Home Account Switch","2026-09-04","passed","2026-09-04","","","",""
"","28","SA-1.4 Switch from Joint to Business (iOS)","Home Account Switch","2026-09-05","skipped","2026-09-05","","","",""
"","24912","ABC-1.12 Delete created card via report/block","Business Cards - Assign Physical card","2026-09-02","broken","2026-09-02","","","",""
"","27126","FX-1.7 Complete EUR exchange — transaction appears on home screen","FX Exchange","2026-08-12","broken","2026-08-12","","","",""
"","52","VOP-2.2 VOP screen shows the passed first name","VOP - Beneficiary Creation (Android)","2026-08-10","passed","2026-08-10","","","",""
"","73645","User can open Pay tab","Bank Transfer - Individual","2026-02-17","broken","2026-02-17","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","14943","BCW-1.5 Select self (Dmytro Kertys) as assignee","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Portfolio (iOS)","","2026-04-21","unknown","","","","",""
"","","""before all"" hook for Personal Details — read-only verification (TC1535-1546)","","2026-09-08","unknown","","","","",""
"","419","AFBT-2.8 Verify wallet balance is displayed","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","17094","BCW-1.10 Tap Add to submit","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-08-04","broken","2026-08-04","","","",""
"","18616","VOP-1.4 Slide to confirm payment","VOP - SWIFT","2026-08-10","broken","2026-08-10","","","",""
"","","""before all"" hook for Card freeze/unfreeze - Joint account","","2026-09-16","unknown","","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card","","2026-09-03","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-22","unknown","","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-09-16","unknown","","","","",""
"","6730","HS-1.9 Verify recent activities","Home Screen - Individual","2026-09-17","passed","2026-09-17","","","",""
"","14897","ABC-1.11 Return to Cards and verify the reported card was removed","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","","""before all"" hook for Business Cards - Card Limit Reached (TC1745/TC1747)","","2026-09-04","unknown","","","","",""
"","","switches between available account types","Home Account Switch","2026-08-06","unknown","","","","",""
"","1907","TX-1.4 Verify navigation to Transactions screen","Transactions","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-25","unknown","","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-09-16","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-06-05","unknown","","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-23","unknown","","","","",""
"","41054","BCT-2.9 Open own virtual card once it becomes Active (wait from Pending)","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","13570","ABC-1.1 Open Cards tab","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-08-21","unknown","","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-18","unknown","","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-06-04","unknown","","","","",""
"","222478","create Auto Top-Up, verify, delete and verify absence","Auto Top-Up","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-08-25","unknown","","","","",""
"","","""before all"" hook for Portfolio (iOS)","","2026-04-21","unknown","","","","",""
"","188247","Send P2P by slide (11 EUR)","Bank Transfer - Individual","2026-05-22","broken","2026-05-22","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-16","unknown","","","","",""
"","117629","HS-SA-1.1 Login and land on Home screen","Home Screen - Spend Analytics","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Add Beneficiary - Another person (USD) - step by step","","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-04-24","unknown","","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card","","2026-07-21","unknown","","","","",""
"","22670","BCCL-1.2 Tap Assign Card","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-25","broken","2026-08-25","","","",""
"","63538","creates a new individual account through mobile verification","Onboarding - account creation","2026-08-13","broken","2026-08-13","","","",""
"","1977","CB-1.6 Selecting Shared Fee splits cost between parties","Cross-Border Payment - SWIFT (Android)","2026-08-11","passed","2026-08-11","","","",""
"","19933","SEARCH-1.1 Search ""cat"" and verify Carlos Cat","Home Search - Individual","2026-09-17","passed","2026-09-17","","","",""
"","119102","creates BMW buy order","Orders (iOS/Android)","2026-09-04","broken","2026-09-04","","","",""
"","","""before all"" hook for Personal Details — read-only verification (TC1535-1546)","","2026-09-09","unknown","","","","",""
"","","""before all"" hook for Card freeze/unfreeze - Joint account","","2026-09-16","unknown","","","","",""
"","157248","creates, modifies, and cancels BMW buy order","Orders (iOS/Android)","2026-08-13","broken","2026-08-13","","","",""
"","352","PD-1.6 Email field is displayed (TC1538)","Personal Details — read-only verification (TC1535-1546)","2026-09-12","passed","2026-09-12","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-17","unknown","","","","",""
"","862","ABC-1.10 Verify physical card appears as Pending in Manage Cards","Business Cards - Assign Physical card","2026-09-04","passed","2026-09-04","","","",""
"","600013","OB-1.1 Create new individual account (Android)","Onboarding - account creation","2026-09-17","broken","2026-09-17","","","",""
"","14333","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Card freeze/unfreeze - Joint account","","2026-09-17","unknown","","","","",""
"","19","SSP-1.5 Verify instruction screen shows IBAN, BIC and Bank Name fields","Add Funds – Salary, Stipend or Pension","2026-08-19","passed","2026-08-19","","","",""
